"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-13 ~ 2026-06-12"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 강원특별자치도"
"시군구 : 춘천시"
"읍면동 : 효자동"
"면적 : 전체"
"금액선택 : 30 ~ 1000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"176","강원특별자치도 춘천시 효자동","7**","25m미만","33.00","월세","202602","26","300","41","2013","백령로119번길","202603~202701","신규","-","","","단독다가구"
"177","강원특별자치도 춘천시 효자동","3*","8m미만","33.00","월세","202602","26","100","30","","백령로147번길","202602~202606","신규","-","","","단독다가구"
"178","강원특별자치도 춘천시 효자동","2**","8m미만","45.00","월세","202602","26","1,000","54","2016","공지로","202603~202803","신규","-","","","단독다가구"
"179","강원특별자치도 춘천시 효자동","3**","8m미만","25.00","월세","202602","26","1,000","36","1998","공지로264번길","202602~202702","신규","-","","","단독다가구"
"180","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202602","26","200","23","2004","백령로67번길","-","-","-","","","단독다가구"
"181","강원특별자치도 춘천시 효자동","6**","12m미만","28.00","월세","202602","26","300","40","2018","두하길","202602~202702","신규","-","","","단독다가구"
"182","강원특별자치도 춘천시 효자동","4*","12m미만","25.00","월세","202602","25","300","38","2002","성심로","202602~202702","신규","-","","","단독다가구"
"183","강원특별자치도 춘천시 효자동","7**","8m미만","21.00","월세","202602","25","200","30","1994","서부대성로206번길","202603~202702","신규","-","","","단독다가구"
"184","강원특별자치도 춘천시 효자동","6**","12m미만","20.00","월세","202602","25","200","35","2003","효자로150번길","202603~202703","신규","-","","","단독다가구"
"185","강원특별자치도 춘천시 효자동","6**","8m미만","36.00","월세","202602","25","500","47","2013","춘천로64번길","202603~202703","신규","-","","","단독다가구"
"186","강원특별자치도 춘천시 효자동","7**","12m미만","30.00","월세","202602","25","300","41","2011","남춘로51번길","202603~202702","신규","-","","","단독다가구"
"187","강원특별자치도 춘천시 효자동","6**","12m미만","26.00","월세","202602","25","300","45","2015","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"188","강원특별자치도 춘천시 효자동","1**","12m미만","26.00","월세","202602","25","100","30","2001","효제길","-","-","-","","","단독다가구"
"189","강원특별자치도 춘천시 효자동","1**","8m미만","28.00","월세","202602","25","300","38","2015","성심로66번길","202602~202702","신규","-","","","단독다가구"
"190","강원특별자치도 춘천시 효자동","7**","12m미만","25.00","월세","202602","25","300","30","2002","삭주로80번길","202603~202702","신규","-","","","단독다가구"
"191","강원특별자치도 춘천시 효자동","1**","8m미만","27.00","월세","202602","25","300","30","1996","백령로25번길","202603~202702","신규","-","","","단독다가구"
"192","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202602","25","100","34","1996","효제길23번길","202602~202702","신규","-","","","단독다가구"
"193","강원특별자치도 춘천시 효자동","7**","12m미만","26.00","월세","202602","25","300","35","2016","성심로","202602~202702","신규","-","","","단독다가구"
"194","강원특별자치도 춘천시 효자동","6**","12m미만","46.00","월세","202602","25","500","60","2016","효평길","202602~202702","신규","-","","","단독다가구"
"195","강원특별자치도 춘천시 효자동","1**","12m미만","26.00","월세","202602","25","300","38","2015","둥지길","202602~202702","신규","-","","","단독다가구"
"196","강원특별자치도 춘천시 효자동","1*","8m미만","29.00","월세","202602","25","300","30","2004","백령로165번길","202602~202702","신규","-","","","단독다가구"
"197","강원특별자치도 춘천시 효자동","6**","8m미만","23.54","월세","202602","24","200","30","2002","서부대성로227번길","202603~202702","신규","-","","","단독다가구"
"198","강원특별자치도 춘천시 효자동","1**","25m미만","24.00","월세","202602","24","200","30","1996","백령로","202603~202701","신규","-","","","단독다가구"
"199","강원특별자치도 춘천시 효자동","1**","8m미만","23.10","월세","202602","23","300","40","2022","백령로67번길","202602~202702","신규","-","","","단독다가구"
"200","강원특별자치도 춘천시 효자동","6**","12m미만","31.00","월세","202602","23","300","40","2003","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"201","강원특별자치도 춘천시 효자동","6**","8m미만","20.00","월세","202602","23","100","27","1983","백령로138번길","202602~202702","신규","-","","","단독다가구"
"202","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202602","23","300","45","2018","도화길","202602~202702","신규","-","","","단독다가구"
"203","강원특별자치도 춘천시 효자동","1*","8m미만","28.00","월세","202602","23","200","30","1999","백령로165번길","202602~202702","신규","-","","","단독다가구"
"204","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202602","23","200","30","2000","공지로280번길","202602~202702","신규","-","","","단독다가구"
"205","강원특별자치도 춘천시 효자동","6**","12m미만","25.00","월세","202602","23","300","35","2007","두하길","202602~202702","신규","-","","","단독다가구"
"206","강원특별자치도 춘천시 효자동","1**","8m미만","60.00","월세","202602","23","500","30","2010","효제길23번길","202602~202702","신규","-","","","단독다가구"
"207","강원특별자치도 춘천시 효자동","7**","25m미만","28.00","월세","202602","23","300","40","","성심로","202602~202702","신규","-","","","단독다가구"
"208","강원특별자치도 춘천시 효자동","6**","12m미만","20.00","월세","202602","23","300","38","2016","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"209","강원특별자치도 춘천시 효자동","7**","8m미만","27.00","월세","202602","23","200","30","2002","백령로107번길","202602~202702","신규","-","","","단독다가구"
"210","강원특별자치도 춘천시 효자동","1**","8m미만","23.00","월세","202602","22","100","30","2003","백령로83번길","202602~202702","신규","-","","","단독다가구"
"211","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202602","22","300","30","2016","백령로119번길","-","-","-","","","단독다가구"
"212","강원특별자치도 춘천시 효자동","1**","8m미만","110.00","월세","202602","22","1,000","90","2009","청운길","202603~202803","신규","-","","","단독다가구"
"213","강원특별자치도 춘천시 효자동","6**","8m미만","33.00","월세","202602","22","100","25","2002","백령로151번길","202602~202612","신규","-","","","단독다가구"
"214","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202602","22","100","30","2000","백령로75번길","202602~202702","신규","-","","","단독다가구"
"215","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202602","22","300","30","1996","효자로150번길","202602~202702","신규","-","","","단독다가구"
"216","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202602","22","300","30","2016","백령로119번길","202602~202702","신규","-","","","단독다가구"
"217","강원특별자치도 춘천시 효자동","7**","25m미만","33.00","월세","202602","22","300","41","","백령로119번길","202602~202701","신규","-","","","단독다가구"
"218","강원특별자치도 춘천시 효자동","1**","8m미만","22.00","월세","202602","22","300","30","2016","백령로67번길","202602~202701","신규","-","","","단독다가구"
"219","강원특별자치도 춘천시 효자동","6**","25m미만","40.00","월세","202602","22","500","60","2018","서부대성로","202602~202702","신규","-","","","단독다가구"
"220","강원특별자치도 춘천시 효자동","7**","8m미만","26.00","월세","202602","21","100","27","2004","백령로111번길","202602~202702","신규","-","","","단독다가구"
"221","강원특별자치도 춘천시 효자동","6**","12m미만","30.00","월세","202602","21","300","48","2016","닥나무길9번길","202603~202702","신규","-","","","단독다가구"
"222","강원특별자치도 춘천시 효자동","6**","8m미만","50.00","월세","202602","21","500","46","2014","효자로150번길","202602~202702","신규","-","","","단독다가구"
"223","강원특별자치도 춘천시 효자동","1**","8m미만","20.00","월세","202602","21","100","27","1996","서부대성로184번길","202603~202702","신규","-","","","단독다가구"
"224","강원특별자치도 춘천시 효자동","3**","8m미만","25.00","월세","202602","21","1,000","36","1998","공지로264번길","202603~202702","신규","-","","","단독다가구"
"225","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202602","21","200","30","1999","법원뒷길","202602~202702","신규","-","","","단독다가구"
"226","강원특별자치도 춘천시 효자동","1*","8m미만","28.00","월세","202602","21","200","30","2005","으뜸길4번길","202602~202702","신규","-","","","단독다가구"
"227","강원특별자치도 춘천시 효자동","7**","8m미만","26.00","월세","202602","21","300","48","2021","춘천로255번길","202602~202702","신규","-","","","단독다가구"
"228","강원특별자치도 춘천시 효자동","1**","8m미만","28.00","월세","202602","21","200","30","2003","돌담길","202602~202702","신규","-","","","단독다가구"
"229","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202602","21","200","30","1997","미려골길11번길","-","-","-","","","단독다가구"
"230","강원특별자치도 춘천시 효자동","7**","8m미만","20.00","월세","202602","21","200","30","2002","백령로107번길","202602~202702","신규","-","","","단독다가구"
"231","강원특별자치도 춘천시 효자동","7**","12m미만","27.00","월세","202602","21","500","50","1996","둥지길","202602~202702","신규","-","","","단독다가구"
"232","강원특별자치도 춘천시 효자동","7**","12m미만","27.00","월세","202602","21","500","50","1996","둥지길","202602~202702","신규","-","","","단독다가구"
"233","강원특별자치도 춘천시 효자동","7**","8m미만","16.00","월세","202602","21","200","27","1992","백령로107번길","-","-","-","","","단독다가구"
"234","강원특별자치도 춘천시 효자동","6**","8m미만","25.00","월세","202602","21","300","30","2016","서부대성로227번길","202602~202702","신규","-","","","단독다가구"
"235","강원특별자치도 춘천시 효자동","1*","8m미만","28.00","월세","202602","20","300","50","","백령로165번길","202602~202702","신규","-","","","단독다가구"
"236","강원특별자치도 춘천시 효자동","7**","25m미만","22.00","월세","202602","20","100","30","2002","백령로","202602~202802","신규","-","","","단독다가구"
"237","강원특별자치도 춘천시 효자동","6**","8m미만","50.00","월세","202602","20","500","46","2014","효자로150번길","202602~202702","신규","-","","","단독다가구"
"238","강원특별자치도 춘천시 효자동","6**","12m미만","26.00","월세","202602","20","300","38","2015","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"239","강원특별자치도 춘천시 효자동","1**","8m미만","69.00","월세","202602","20","300","70","1984","둥지길","202602~202702","신규","-","","","단독다가구"
"240","강원특별자치도 춘천시 효자동","7**","8m미만","16.84","월세","202602","20","100","25","1996","백령로107번길","202602~202702","신규","-","","","단독다가구"
"241","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202602","20","100","40","2002","둥지길47번길","202602~202702","신규","-","","","단독다가구"
